klant_id,jaar_maand,gb_verbruikt,minuten_gebeld
K0023,2023-02,4.3,852
K0023,2022-04,46.5,180
K0023,2022-12,49.3,154
K0023,2023-04,10.1,626
K0023,2023-05,35.8,810
K0023,2024-03,8.6,371
K0023,2022-01,42.6,111
K0023,2022-10,8.0,168
K0023,2023-08,36.1,847
K0023,2022-03,8.4,983
K0024,2022-04,20.8,275
K0024,2022-11,25.6,292
K0024,2023-04,29.5,174
K0024,2023-02,23.7,901
K0024,2023-05,48.4,427
K0024,2023-07,38.7,657
K0024,2023-12,21.0,280
K0024,2022-09,13.7,427
K0024,2023-11,13.7,990
K0024,2023-10,23.8,547
K0024,2022-12,36.3,920
K0024,2024-02,48.3,467
K0024,2023-09,37.5,154
K0024,2022-03,49.2,895
K0024,2022-10,46.6,596
K0024,2024-01,12.6,244
K0024,2024-03,39.7,353
K0024,2023-06,46.8,385
K0024,2022-01,11.8,413
K0024,2023-08,25.1,714
K0024,2022-05,10.7,592
K0024,2024-04,34.1,838
K0025,2023-12,18.7,336
K0025,2023-04,37.4,408
K0025,2023-06,5.4,216
K0025,2022-07,35.7,773
K0025,2022-08,4.9,669
K0025,2024-03,33.4,598
K0025,2022-02,26.1,645
K0025,2024-02,44.2,779
K0025,2022-04,17.7,564
K0025,2023-02,48.9,35
K0025,2024-01,27.2,219
K0025,2023-07,2.3,774
K0025,2023-03,36.9,650
K0025,2023-05,41.0,962
K0025,2023-11,18.4,761
K0025,2023-10,12.9,589
K0025,2022-10,0.2,306
K0025,2023-09,11.8,510
K0025,2022-09,32.3,491
K0025,2022-05,48.8,8
K0025,2022-12,45.6,559
K0026,2024-01,29.0,407
K0026,2022-03,16.7,850
K0026,2023-04,8.3,878
K0026,2023-11,45.9,13
K0026,2022-05,20.9,595
K0026,2022-04,14.3,285
K0026,2022-09,6.3,605
K0026,2023-10,48.4,568
K0026,2023-03,35.2,831
K0026,2023-07,48.8,15
K0026,2022-07,24.4,345
K0026,2024-04,0.4,286
K0026,2022-10,24.4,67
K0026,2022-06,10.1,979
K0026,2023-08,5.3,167
K0026,2023-06,23.5,536
K0026,2023-02,3.6,101
K0026,2023-05,32.6,807
K0026,2023-01,5.0,963
K0026,2022-01,37.1,925
K0026,2022-12,44.4,742
K0026,2024-02,38.9,160
K0027,2023-07,21.7,682
K0027,2022-05,44.7,418
K0027,2022-07,41.3,852
K0027,2022-08,48.8,699
K0027,2023-06,28.5,758
K0027,2023-08,44.3,200
K0028,2022-05,39.7,531
K0028,2023-05,47.5,192
K0028,2023-04,14.4,279
K0028,2023-03,9.7,556
K0028,2023-11,34.9,153
K0028,2023-02,7.9,931
K0028,2023-06,28.0,930
K0028,2022-04,13.7,930
K0028,2022-07,30.1,349
K0028,2023-01,10.3,765
K0028,2023-12,42.0,499
K0028,2023-10,37.3,870
K0028,2022-11,5.2,516
K0028,2022-03,14.8,122
K0028,2024-01,4.1,152
K0028,2024-04,33.5,668
K0028,2024-02,45.4,909
K0028,2022-06,36.7,442
K0028,2022-01,25.0,938
K0028,2024-03,7.2,700
K0028,2022-09,34.7,229
K0028,2023-07,31.2,261
K0028,2022-10,48.6,135
K0029,2022-04,0.8,167
K0029,2022-03,8.1,438
K0029,2023-05,47.1,743
K0029,2023-08,18.0,838
K0029,2023-09,2.6,973
K0029,2022-08,28.6,174
K0029,2022-01,42.0,184
K0029,2022-05,6.6,818
K0029,2023-04,23.1,345
K0029,2022-11,14.7,155
K0029,2022-06,24.9,431
K0029,2022-02,17.8,146
K0030,2024-03,23.1,278
K0030,2023-10,1.8,112
K0030,2022-09,10.8,821
K0030,2023-02,37.0,406
K0030,2023-03,3.1,328
K0030,2023-09,21.6,744
K0031,2023-07,43.2,189
K0031,2024-02,3.6,29
K0031,2022-02,1.5,852
K0031,2024-01,28.7,359
K0031,2022-11,47.7,179
K0031,2022-04,15.1,741
K0031,2023-02,21.4,144
K0031,2022-03,0.2,145
K0031,2023-10,28.1,420
K0031,2023-08,41.0,651
K0031,2022-10,30.6,755
K0031,2022-06,8.5,712
K0031,2022-12,45.3,770
K0031,2024-03,32.9,916
K0031,2022-08,43.3,757
K0031,2022-05,10.6,822
K0031,2023-06,21.8,371
K0031,2022-01,23.4,598
K0031,2022-07,29.2,422
K0032,2023-12,6.4,83
K0032,2024-02,9.2,427
K0032,2023-09,49.5,968
K0032,2022-07,0.5,51
K0032,2023-10,26.5,937
K0032,2022-05,8.1,884
K0032,2023-03,44.8,379
K0032,2022-11,43.9,477
K0032,2024-04,38.8,178
K0033,2023-03,29.7,91
K0033,2023-06,25.6,727
K0033,2022-12,10.6,371
K0033,2023-05,6.7,344
K0033,2024-04,24.9,77
K0033,2022-05,14.5,263
K0033,2023-04,28.7,723
K0033,2022-07,48.1,505
K0033,2023-12,15.2,853
K0033,2022-11,26.3,575
K0034,2023-09,49.2,929
K0034,2023-10,18.1,585
K0034,2022-07,42.2,774
K0034,2022-03,24.8,110
K0034,2023-05,46.7,819
K0034,2022-12,27.0,23
K0034,2022-10,22.3,729
K0034,2023-01,41.6,377
K0034,2022-06,2.4,244
K0034,2024-04,25.6,623
K0034,2022-08,29.4,968
K0034,2024-02,32.6,201
K0034,2023-08,12.3,8
K0034,2022-01,20.7,966
K0034,2022-11,45.4,26
K0034,2024-03,36.4,80
K0034,2022-04,9.1,554
K0035,2022-10,11.2,303
K0035,2022-03,44.1,756
K0035,2022-05,3.6,735
K0035,2024-02,23.9,411
K0035,2023-06,6.7,515
K0035,2024-03,9.2,177
K0035,2022-04,2.5,16
K0035,2022-11,49.1,47
K0035,2024-01,18.4,658
K0035,2023-02,31.3,161
K0035,2023-05,36.4,975
K0035,2022-02,5.8,430
K0035,2023-04,15.8,488
K0036,2022-09,49.0,582
K0036,2022-07,18.2,388
K0036,2024-03,30.2,406
K0036,2022-06,30.5,856
K0036,2022-03,42.8,780
K0036,2022-12,38.8,650
K0036,2022-05,7.3,528
K0036,2022-02,9.8,701
K0036,2022-08,30.6,864
K0036,2022-11,11.4,775
K0036,2023-05,4.0,103
K0037,2022-02,39.8,966
K0037,2024-04,32.3,548
K0037,2022-08,17.7,153
K0037,2022-04,11.2,735
K0037,2024-01,23.6,373
K0037,2024-03,38.6,798
K0037,2023-03,10.1,349
K0037,2022-06,13.5,782
K0037,2023-06,15.0,271
K0037,2022-11,8.2,299
K0037,2023-07,10.1,94
K0038,2023-04,20.5,159
K0038,2024-04,3.3,137
K0038,2022-02,29.8,246
K0038,2023-03,4.4,523
K0038,2023-01,8.3,335
K0038,2023-06,38.8,193
K0038,2022-04,38.8,906
K0039,2024-02,26.2,781
K0039,2023-04,10.0,398
K0039,2022-07,18.2,884
K0039,2023-12,27.4,527
K0039,2023-03,48.3,750
K0039,2023-08,28.3,645
K0039,2023-09,32.5,435
K0039,2022-01,1.9,359
K0040,2022-04,25.5,274
K0040,2022-06,30.3,673
K0040,2023-12,23.0,203
K0040,2022-01,5.4,16
K0040,2023-11,21.6,510
K0040,2022-03,48.5,498
K0041,2022-01,10.5,994
K0041,2022-09,34.7,530
K0041,2023-09,32.2,736
K0041,2023-08,41.0,445
K0041,2022-08,12.8,157
K0041,2023-11,34.5,946
K0041,2022-11,18.0,943
K0041,2023-03,26.6,360
K0041,2022-04,3.3,511
K0041,2022-06,6.6,70
K0041,2024-04,15.6,727
K0041,2023-07,33.4,809
K0041,2024-03,39.5,627
K0041,2022-03,24.7,771
K0041,2023-10,20.6,619
K0041,2022-05,32.4,116
K0041,2022-10,42.1,842
K0041,2022-02,9.0,524
K0041,2022-12,32.6,967
K0041,2022-07,14.7,465
K0041,2023-05,31.0,235
K0041,2024-01,5.3,198
K0041,2024-02,4.1,939
K0042,2022-11,42.9,547
K0042,2023-09,1.0,809
K0042,2024-04,12.1,520
K0042,2023-11,15.6,369
K0042,2024-02,45.6,641
K0042,2022-05,34.0,817
K0042,2022-09,17.6,121
K0042,2022-08,11.1,330
K0042,2023-10,17.5,957
K0042,2022-07,38.6,152
K0042,2023-12,9.4,920
K0042,2022-04,43.7,859
K0042,2023-02,46.3,708
K0042,2023-07,35.1,877
K0042,2022-06,41.6,193
K0042,2022-01,15.8,242
K0042,2022-10,37.2,449
K0042,2022-03,17.7,573
K0042,2024-01,18.9,287
K0043,2022-01,45.3,798
K0043,2022-07,2.2,408
K0043,2022-03,33.9,772
K0043,2023-01,3.5,7
K0043,2022-02,42.5,483
K0043,2022-08,29.8,774
K0043,2023-04,18.0,370
K0043,2022-05,34.9,82
K0043,2022-09,44.5,210
K0043,2024-04,45.9,336
K0043,2023-08,29.6,638
K0043,2024-02,11.1,842
K0043,2022-12,47.4,618
K0043,2023-03,43.5,61
K0043,2023-06,33.8,152
K0043,2023-09,4.6,697
K0043,2023-02,33.8,177
K0043,2022-04,19.8,486
K0043,2023-12,43.7,246
K0043,2023-07,26.1,540
K0043,2022-11,46.6,777
K0043,2024-01,1.6,150
K0043,2023-05,35.1,990
K0044,2022-05,44.4,511
K0044,2023-02,46.2,119
K0044,2023-11,47.1,806
K0044,2024-04,35.7,875
K0044,2022-08,24.5,885
K0044,2023-01,20.3,263
K0044,2023-10,38.4,684
K0044,2022-09,6.7,544
K0044,2022-11,43.3,495
K0045,2023-01,2.3,781
K0045,2024-01,39.8,289
K0045,2022-10,20.4,776
K0045,2024-04,37.2,844
K0045,2022-11,41.0,418
K0045,2024-03,16.5,685
K0045,2022-03,25.3,982
K0045,2023-02,22.0,372
K0045,2023-07,45.2,993
K0045,2023-09,5.3,22
K0045,2022-12,32.3,902
K0045,2023-08,39.7,252
K0045,2022-09,23.5,654
K0045,2023-04,23.5,306
K0045,2024-02,47.9,621
K0046,2022-07,46.4,863
K0046,2023-01,46.8,108
K0046,2023-09,22.0,355
K0046,2022-09,47.8,715
K0046,2022-08,18.6,59
K0046,2024-04,1.7,874
K0046,2023-12,36.1,901
K0046,2024-02,32.2,75
K0046,2024-03,22.4,389
K0046,2024-01,20.5,289
K0046,2023-05,14.4,258
K0046,2022-01,47.4,5
K0046,2022-02,28.2,147
K0047,2024-01,33.1,675
K0047,2023-04,12.6,782
K0047,2022-01,45.1,962
K0047,2023-09,38.1,167
K0047,2022-08,17.5,653
K0047,2022-11,3.1,724
K0047,2023-01,3.2,462
K0048,2024-03,37.2,445
K0048,2024-04,7.7,303
K0048,2023-08,3.1,903
K0048,2023-07,6.4,197
K0048,2022-08,28.5,756
K0048,2023-01,16.4,689
K0048,2023-06,15.1,785
K0048,2022-02,11.4,972
K0048,2022-06,41.0,512
K0048,2022-07,37.8,429
K0048,2022-05,0.4,709
K0048,2022-04,38.8,984
K0048,2023-05,6.0,411
K0048,2022-03,19.2,948
K0048,2023-10,9.0,337
K0048,2023-03,33.1,436
K0048,2022-09,41.7,364
K0048,2023-04,12.4,784
K0048,2022-11,2.6,177
K0048,2023-09,21.5,222
K0049,2023-02,11.5,132
K0049,2022-09,29.4,511
K0049,2023-09,21.3,986
K0049,2022-04,11.4,37
K0049,2022-02,23.7,404
K0049,2023-08,17.4,45
K0049,2024-04,42.6,304
K0049,2023-10,48.5,232
K0050,2022-02,30.2,994
K0050,2023-04,38.3,241
K0050,2023-01,13.1,818
K0050,2024-04,34.7,95
K0050,2023-02,0.4,359
K0050,2022-03,11.1,569
K0050,2022-09,47.4,849
K0050,2023-08,2.4,563
K0050,2022-10,35.4,661
K0050,2024-01,45.2,65
K0050,2022-06,27.7,810
K0050,2023-10,42.7,716
K0050,2022-11,0.6,136
K0050,2023-06,6.6,936
K0050,2024-02,20.5,513
K0050,2022-04,21.6,31
K0050,2023-03,1.9,871
K0050,2022-12,5.8,191
K0050,2023-05,14.1,600
K0050,2023-11,47.7,647
K0050,2023-07,49.4,941
K0050,2022-05,3.4,415
K0051,2022-04,1.4,802
K0051,2022-12,13.1,111
K0051,2023-10,44.3,316
K0051,2023-07,17.0,667
K0051,2022-06,28.3,647
K0051,2022-07,7.9,17
K0051,2023-09,43.0,154
K0051,2024-01,45.8,777
K0051,2023-02,8.5,917
K0051,2022-11,36.0,74
K0051,2023-11,18.2,640
K0051,2024-04,5.8,779
K0051,2023-01,7.2,308
K0052,2023-06,12.1,297
K0052,2023-02,21.7,731
K0052,2023-11,45.9,48
K0052,2023-04,9.5,674
K0052,2023-08,23.3,627
K0052,2022-05,43.4,705
K0052,2022-09,21.3,272
K0052,2024-02,19.0,789
K0052,2024-04,34.4,564
K0052,2023-01,17.5,316
K0053,2023-02,44.5,296
K0053,2023-10,19.9,445
K0053,2023-11,39.6,229
K0053,2022-01,3.6,424
K0053,2022-11,33.8,108
K0053,2022-05,15.3,262
K0053,2024-03,29.0,866
K0053,2023-06,37.9,340
K0053,2022-06,13.3,84
K0054,2022-11,27.3,33
K0054,2022-12,48.0,208
K0054,2022-03,24.2,151
K0054,2023-04,35.3,198
K0054,2023-06,20.7,834
K0054,2022-10,19.7,433
K0054,2023-07,8.7,31
K0054,2023-10,13.9,392
K0054,2024-03,20.0,231
K0054,2024-01,32.4,191
K0054,2023-03,21.2,269
K0054,2023-05,23.5,76
K0054,2023-09,43.5,883
K0054,2023-12,27.8,703
K0054,2023-01,31.4,648
K0055,2023-06,3.6,55
K0055,2022-02,8.3,994
K0055,2023-07,33.8,474
K0055,2024-04,20.0,172
K0055,2023-02,47.2,505
K0055,2023-08,47.0,150
K0055,2023-05,48.4,532
K0055,2022-05,39.3,137
K0055,2023-10,17.4,541
K0055,2022-07,2.7,160
K0055,2022-01,5.6,277
K0055,2022-08,50.0,896
K0055,2022-04,49.9,371
K0055,2023-12,33.8,35
K0055,2024-02,44.0,725
K0055,2022-12,42.0,173
K0055,2023-03,47.4,249
K0055,2022-09,17.0,934
K0055,2022-03,31.1,694
K0055,2022-11,29.9,165
K0055,2024-01,18.1,924
K0055,2022-06,37.0,379
K0056,2022-03,17.5,690
K0056,2023-12,42.6,771
K0056,2023-03,32.3,422
K0056,2022-06,29.7,215
K0056,2024-03,17.0,280
K0056,2023-07,6.1,969
K0056,2023-10,3.7,11
K0056,2022-09,22.5,433
K0057,2022-11,40.4,860
K0057,2022-12,17.2,896
K0057,2024-01,24.8,782
K0057,2023-10,44.4,685
K0057,2024-03,13.8,710
K0057,2022-10,36.2,210
K0057,2022-03,14.3,642
K0057,2022-01,45.2,761
K0057,2023-12,32.4,945
K0057,2023-08,28.6,373
K0057,2022-08,40.6,155
K0057,2024-02,25.1,89
K0057,2023-06,44.7,350
K0057,2022-02,37.0,241
K0057,2024-04,33.2,51
K0057,2023-03,16.8,508
K0057,2023-09,39.2,663
K0057,2023-04,26.4,820
K0057,2023-02,45.0,839
K0057,2023-01,24.0,580
K0057,2022-09,43.6,515
K0058,2022-01,11.9,996
K0058,2022-12,39.9,927
K0058,2023-08,1.3,215
K0058,2022-07,46.4,117
K0058,2024-03,1.9,881
K0058,2023-07,35.0,598
K0058,2023-12,27.6,702
K0058,2022-03,3.5,663
K0058,2022-05,2.5,934
K0058,2024-04,28.6,649
K0058,2023-02,38.0,287
K0058,2022-04,23.2,411
K0058,2023-01,20.9,17
K0058,2023-10,14.1,463
K0058,2022-02,35.8,842
K0058,2024-02,35.0,701
K0059,2023-07,2.7,592
K0059,2023-09,49.9,372
K0059,2023-12,40.7,827
K0059,2024-02,42.9,916
K0059,2024-04,44.6,313
K0059,2023-08,39.8,812
K0059,2022-05,2.2,613
K0059,2024-03,28.7,51
K0059,2022-03,47.6,642
K0059,2022-12,1.1,944
K0059,2022-02,44.2,730
K0059,2022-09,11.6,144
K0059,2022-04,19.8,993
K0059,2023-06,11.0,186
K0059,2023-04,30.8,865
K0059,2022-07,18.2,636
K0059,2023-03,8.2,985
K0060,2022-02,49.2,329
K0060,2022-01,17.3,398
K0060,2024-02,16.6,908
K0060,2023-01,47.5,465
K0060,2023-06,3.5,608
K0060,2023-07,30.0,867
K0060,2023-03,0.8,155
K0060,2022-11,34.5,623
K0060,2023-02,19.2,716
K0060,2022-03,20.1,566
K0060,2023-05,6.7,116
K0060,2023-10,12.6,963
K0060,2023-11,8.2,505
K0060,2022-04,43.2,322
K0061,2023-03,0.3,49
K0061,2024-03,3.0,486
K0061,2022-05,5.7,195
K0061,2024-04,1.8,799
K0061,2023-02,36.8,960
K0061,2023-11,29.2,712
K0061,2023-12,25.4,657
K0061,2022-12,16.6,174
K0061,2023-10,45.5,392
K0061,2022-03,25.9,278
K0061,2022-08,5.6,748
K0061,2022-09,43.4,327
K0061,2023-04,21.6,591
K0061,2023-05,33.1,273
K0061,2023-07,2.6,910
K0062,2022-03,36.6,915
K0062,2023-10,28.9,319
K0062,2023-01,11.4,328
K0062,2023-08,40.9,656
K0062,2024-04,33.5,274
K0062,2022-12,9.1,194
K0062,2023-09,22.5,927
K0062,2022-01,11.3,105
K0062,2022-09,33.7,892
K0062,2022-07,19.8,976
K0062,2022-06,14.5,423
K0062,2023-05,18.7,215
K0062,2023-06,44.8,933
K0062,2022-04,5.7,786
K0062,2024-03,8.0,483
K0062,2023-11,35.1,69
K0062,2023-12,48.3,742
K0062,2024-01,37.8,683
K0062,2022-08,8.1,263
K0062,2023-07,40.8,716
K0062,2024-02,28.5,212
K0062,2022-02,38.7,943
K0063,2024-03,38.9,529
K0063,2022-01,13.1,999
K0063,2024-01,0.6,415
K0063,2022-03,21.7,334
K0063,2022-12,33.5,687
K0063,2023-06,18.1,83
K0063,2022-09,1.5,133
K0063,2023-12,15.7,318
K0063,2022-11,46.8,639
K0064,2023-04,49.3,66
K0064,2022-03,23.7,569
K0064,2023-11,31.2,792
K0064,2022-12,12.1,442
K0064,2023-12,40.2,398
K0064,2022-05,13.7,481
K0064,2022-07,42.8,185
K0064,2022-10,35.0,259
K0064,2022-04,8.5,646
K0064,2023-07,5.9,520
K0064,2023-09,5.6,288
K0064,2023-05,47.9,832
K0064,2023-10,28.0,801
K0064,2024-01,30.0,599
K0064,2022-02,2.8,703
K0064,2022-09,3.2,648
K0064,2022-01,16.8,187
K0064,2022-06,23.0,451
K0064,2022-11,44.8,475
K0064,2023-02,40.9,458
K0064,2022-08,3.3,777
K0065,2022-01,12.1,253
K0065,2022-09,41.2,86
K0065,2022-06,15.9,957
K0065,2022-08,49.0,989
